Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical
"Hong Kong SAR, China",3.3,Unmitigated,0%,7496988,7132368,90280,389849,119693
Hungary,2.4,Enhanced social distancing of elderly,34%,9660350,4090330,15487,117525,20531
Hungary,2.7,Enhanced social distancing of elderly,38%,9660350,4529552,18367,134558,24346
Hungary,3,Enhanced social distancing of elderly,42%,9660350,5008932,28030,169537,37168
Hungary,3.3,Enhanced social distancing of elderly,45%,9660350,5338225,31786,186519,42154
Hungary,2.4,Social distancing whole population,35%,9660350,4311031,28278,154383,37488
Hungary,2.7,Social distancing whole population,39%,9660350,4765456,32499,175014,43103
Hungary,3,Social distancing whole population,43%,9660350,5143340,36262,192963,48078
Hungary,3.3,Social distancing whole population,45%,9660350,5462949,39644,208751,52552
Hungary,2.4,Unmitigated,0%,9660350,7145369,61425,303392,81432
Hungary,2.7,Unmitigated,0%,9660350,7656682,69900,337256,92660
Hungary,3,Unmitigated,0%,9660350,8041190,77124,364945,102242
Hungary,3.3,Unmitigated,0%,9660350,8336157,83297,387784,110510
Iceland,2.4,Enhanced social distancing of elderly,34%,341250,154410,508,3948,674
Iceland,2.7,Enhanced social distancing of elderly,38%,341250,170113,598,4489,794
Iceland,3,Enhanced social distancing of elderly,42%,341250,186398,895,5570,1187
Iceland,3.3,Enhanced social distancing of elderly,45%,341250,197907,1010,6095,1338
Iceland,2.4,Social distancing whole population,35%,341250,160914,903,5079,1197
Iceland,2.7,Social distancing whole population,39%,341250,176949,1030,5718,1366
Iceland,3,Social distancing whole population,43%,341250,190225,1143,6270,1515
Iceland,3.3,Social distancing whole population,46%,341250,201405,1244,6752,1650
Iceland,2.4,Unmitigated,0%,341250,260373,1892,9638,2508
Iceland,2.7,Unmitigated,0%,341250,277734,2136,10635,2834
Iceland,3,Unmitigated,0%,341250,290590,2341,11437,3104
Iceland,3.3,Unmitigated,0%,341250,300314,2514,12089,3332
India,2.4,Enhanced social distancing of elderly,34%,1380004385,781491691,2375803,17744714,3149647
India,2.7,Enhanced social distancing of elderly,38%,1380004385,846346851,2687837,19600377,3563198
India,3,Enhanced social distancing of elderly,44%,1380004385,898537598,3599172,22937640,4771392
India,3.3,Enhanced social distancing of elderly,47%,1380004385,941237930,3882872,24382304,5149911
India,2.4,Social distancing whole population,37%,1380004385,782715653,3539149,21017000,4691912
India,2.7,Social distancing whole population,41%,1380004385,847115785,3842227,22829100,5095882
India,3,Social distancing whole population,45%,1380004385,898915397,4087442,24297342,5419716
India,3.3,Social distancing whole population,48%,1380004385,941483000,4289966,25511651,5687057
India,2.4,Unmitigated,0%,1380004385,1194241971,5513476,32891009,7309311
India,2.7,Unmitigated,0%,1380004385,1248428445,5781554,34523222,7664071
India,3,Unmitigated,0%,1380004385,1285451521,5966455,35654500,7909145
India,3.3,Unmitigated,0%,1380004385,1311284900,6096359,36453753,8083524
Indonesia,2.4,Enhanced social distancing of elderly,34%,273523621,145903545,419909,3635403,556681
Indonesia,2.7,Enhanced social distancing of elderly,38%,273523621,158895807,478999,4020301,635202
Indonesia,3,Enhanced social distancing of elderly,43%,273523621,167623842,653804,4659004,866911
Indonesia,3.3,Enhanced social distancing of elderly,47%,273523621,175913029,711835,4959702,943646
Indonesia,2.4,Social distancing whole population,37%,273523621,145288435,652399,4283278,864896
Indonesia,2.7,Social distancing whole population,41%,273523621,157599592,712740,4658526,944856
Indonesia,3,Social distancing whole population,45%,273523621,167576039,762192,4963320,1010387
Indonesia,3.3,Social distancing whole population,48%,273523621,175835997,803521,5216086,1065749
Indonesia,2.4,Unmitigated,0%,273523621,225134498,1056765,6722108,1400971
Indonesia,2.7,Unmitigated,0%,273523621,236459937,1115925,7061387,1479645
Indonesia,3,Unmitigated,0%,273523621,244509549,1157729,7297332,1535467
Indonesia,3.3,Unmitigated,0%,273523621,250379720,1187827,7464778,1574920
Iran (Islamic Republic of),2.4,Enhanced social distancing of elderly,34%,83992953,44805996,131466,1147446,174287
Iran (Islamic Republic of),2.7,Enhanced social distancing of elderly,38%,83992953,48794433,149899,1267670,198723
Iran (Islamic Republic of),3,Enhanced social distancing of elderly,43%,83992953,51501318,206108,1469400,273228
Iran (Islamic Republic of),3.3,Enhanced social distancing of elderly,47%,83992953,54049387,224599,1563806,297860
Iran (Islamic Republic of),2.4,Social distancing whole population,37%,83992953,44662680,207085,1354122,274536
Iran (Islamic Republic of),2.7,Social distancing whole population,41%,83992953,48449090,226212,1472093,300044
Iran (Islamic Republic of),3,Social distancing whole population,45%,83992953,51514982,241884,1567774,320772
Iran (Islamic Republic of),3.3,Social distancing whole population,48%,83992953,54052119,254991,1647031,338020
Iran (Islamic Republic of),2.4,Unmitigated,0%,83992953,69167811,335490,2117417,444765
Iran (Islamic Republic of),2.7,Unmitigated,0%,83992953,72641225,354466,2223242,469982
Iran (Islamic Republic of),3,Unmitigated,0%,83992953,75105499,367931,2296708,487733
Iran (Islamic Republic of),3.3,Unmitigated,0%,83992953,76903302,377658,2348790,500658
Iraq,2.4,Enhanced social distancing of elderly,35%,40222503,20203698,41458,384233,54962
Iraq,2.7,Enhanced social distancing of elderly,39%,40222503,21990745,46571,419563,61756
Iraq,3,Enhanced social distancing of elderly,44%,40222503,23232116,61809,477714,81962
Iraq,3.3,Enhanced social distancing of elderly,47%,40222503,24420099,66472,504241,88122
Iraq,2.4,Social distancing whole population,37%,40222503,19982732,61652,440334,81733
Iraq,2.7,Social distancing whole population,41%,40222503,21738463,66545,474760,88217
Iraq,3,Social distancing whole population,45%,40222503,23174681,70463,502250,93408
Iraq,3.3,Social distancing whole population,47%,40222503,24374218,73669,524683,97679
Iraq,2.4,Unmitigated,0%,40222503,31521156,91197,646205,120902
Iraq,2.7,Unmitigated,0%,40222503,33275397,94899,671570,125806
Iraq,3,Unmitigated,0%,40222503,34559017,97371,688433,129140
Iraq,3.3,Unmitigated,0%,40222503,35524762,99054,699885,131338
Ireland,2.4,Enhanced social distancing of elderly,35%,4937796,2316133,7212,58211,9561
Ireland,2.7,Enhanced social distancing of elderly,39%,4937796,2545539,8459,65947,11214
Ireland,3,Enhanced social distancing of elderly,43%,4937796,2780327,12576,81213,16671
Ireland,3.3,Enhanced social distancing of elderly,46%,4937796,2946307,14141,88601,18757
Ireland,2.4,Social distancing whole population,36%,4937796,2405522,12614,73861,16722
Ireland,2.7,Social distancing whole population,40%,4937796,2639086,14342,82868,19018
Ireland,3,Social distancing whole population,43%,4937796,2831259,15862,90596,21035
Ireland,3.3,Social distancing whole population,46%,4937796,2992356,17212,97316,22822
Ireland,2.4,Unmitigated,0%,4937796,3875151,26313,139224,34884
Ireland,2.7,Unmitigated,0%,4937796,4116099,29538,152757,39163
Ireland,3,Unmitigated,0%,4937796,4292377,32224,163535,42716
Ireland,3.3,Unmitigated,0%,4937796,4424147,34476,172226,45704
Israel,2.4,Enhanced social distancing of elderly,35%,8655541,4162243,11183,89491,14826
Israel,2.7,Enhanced social distancing of elderly,39%,8655541,4559199,13055,100747,17314
Israel,3,Enhanced social distancing of elderly,43%,8655541,4954914,19493,123954,25852
Israel,3.3,Enhanced social distancing of elderly,46%,8655541,5239106,21855,134732,28970
Israel,2.4,Social distancing whole population,36%,8655541,4297975,19728,114023,26154
Israel,2.7,Social distancing whole population,40%,8655541,4699956,22288,127081,29552
Israel,3,Social distancing whole population,44%,8655541,5029986,24525,138209,32512
Israel,3.3,Social distancing whole population,47%,8655541,5306312,26507,147841,35141
Israel,2.4,Unmitigated,0%,8655541,6873039,40283,209449,53404
Israel,2.7,Unmitigated,0%,8655541,7282509,44958,228366,59600
Israel,3,Unmitigated,0%,8655541,7581196,48834,243326,64767
Israel,3.3,Unmitigated,0%,8655541,7803732,52069,255320,69038
Italy,2.4,Enhanced social distancing of elderly,32%,60461828,24547997,121648,825320,161271
Italy,2.7,Enhanced social distancing of elderly,36%,60461828,27433613,145308,952491,192612
Italy,3,Enhanced social distancing of elderly,40%,60461828,30641688,223807,1216320,296677
Italy,3.3,Enhanced social distancing of elderly,43%,60461828,32786108,253873,1341062,336666
Italy,2.4,Social distancing whole population,34%,60461828,26174209,227159,1112411,301149
Italy,2.7,Social distancing whole population,38%,60461828,29174591,262230,1268142,347637
Italy,3,Social distancing whole population,41%,60461828,31651631,293021,1401820,388621
Italy,3.3,Social distancing whole population,44%,60461828,33733636,320348,1518082,424732
Italy,2.4,Unmitigated,0%,60461828,43873701,477895,2147426,633553
Italy,2.7,Unmitigated,0%,60461828,47262275,543280,2388895,720335
Italy,3,Unmitigated,0%,60461828,49796409,598529,2584158,793425
Italy,3.3,Unmitigated,0%,60461828,51731221,645541,2743997,855775
Jamaica,2.4,Enhanced social distancing of elderly,34%,2961161,1314820,3681,27334,4880
Jamaica,2.7,Enhanced social distancing of elderly,37%,2961161,1464738,4376,31609,5802
Jamaica,3,Enhanced social distancing of elderly,41%,2961161,1607717,6402,39308,8490
Jamaica,3.3,Enhanced social distancing of elderly,44%,2961161,1715889,7179,43196,9518
Jamaica,2.4,Social distancing whole population,35%,2961161,1351319,6171,34481,8181
Jamaica,2.7,Social distancing whole population,39%,2961161,1500525,7048,39195,9344
Jamaica,3,Social distancing whole population,42%,2961161,1625479,7815,43286,10360
Jamaica,3.3,Social distancing whole population,45%,2961161,1731358,8490,46858,11255
Jamaica,2.4,Unmitigated,0%,2961161,2263767,12284,66432,16285
Jamaica,2.7,Unmitigated,0%,2961161,2427034,13616,73076,18050
Jamaica,3,Unmitigated,0%,2961161,2547241,14668,78222,19459
Jamaica,3.3,Unmitigated,0%,2961161,2637097,15507,82245,20563
Japan,2.4,Enhanced social distancing of elderly,34%,126476458,48835687,233148,1535082,309088
Japan,2.7,Enhanced social distancing of elderly,38%,126476458,54200623,279475,1770624,370567
Japan,3,Enhanced social distancing of elderly,42%,126476458,60683937,452150,2326457,599400
Japan,3.3,Enhanced social distancing of elderly,45%,126476458,64882775,517355,2580921,685854
Japan,2.4,Social distancing whole population,36%,126476458,52627050,469064,2170766,621845
Japan,2.7,Social distancing whole population,39%,126476458,58301095,541514,2472723,717877
Japan,3,Social distancing whole population,43%,126476458,63059135,606892,2738826,804928
Japan,3.3,Social distancing whole population,45%,126476458,67118361,666380,2976014,883535
Japan,2.4,Unmitigated,0%,126476458,88640603,1055426,4424901,1399195
Japan,2.7,Unmitigated,0%,126476458,95474355,1214165,4971635,1609937
Japan,3,Unmitigated,0%,126476458,100742815,1352955,5431341,1793130
Japan,3.3,Unmitigated,0%,126476458,104890164,1474438,5820796,1954588
Jordan,2.4,Enhanced social distancing of elderly,35%,10203140,5359201,12223,111146,16204
Jordan,2.7,Enhanced social distancing of elderly,39%,10203140,5821287,13767,121603,18251
Jordan,3,Enhanced social distancing of elderly,44%,10203140,6135670,18361,138633,24350
Jordan,3.3,Enhanced social distancing of elderly,47%,10203140,6438596,19798,146523,26251
Jordan,2.4,Social distancing whole population,37%,10203140,5301322,18302,127554,24264
Jordan,2.7,Social distancing whole population,41%,10203140,5754071,19804,137735,26261
Jordan,3,Social distancing whole population,45%,10203140,6122129,21015,145891,27859
Jordan,3.3,Social distancing whole population,48%,10203140,6427900,22011,152574,29178
Jordan,2.4,Unmitigated,0%,10203140,8256603,27719,190131,36747
Jordan,2.7,Unmitigated,0%,10203140,8685616,28954,198031,38383
Jordan,3,Unmitigated,0%,10203140,8993478,29796,203331,39508
Jordan,3.3,Unmitigated,0%,10203140,9221060,30381,206974,40291
Kazakhstan,2.4,Enhanced social distancing of elderly,35%,18776707,9397517,23131,202626,30665
Kazakhstan,2.7,Enhanced social distancing of elderly,39%,18776707,10286121,26746,227195,35465
Kazakhstan,3,Enhanced social distancing of elderly,43%,18776707,11105871,37486,269888,49694
Kazakhstan,3.3,Enhanced social distancing of elderly,46%,18776707,11725462,41548,291337,55079
Kazakhstan,2.4,Social distancing whole population,37%,18776707,9590120,36697,242385,48650
Kazakhstan,2.7,Social distancing whole population,41%,18776707,10477763,41176,269115,54585
Kazakhstan,3,Social distancing whole population,44%,18776707,11204622,45033,291660,59732
Kazakhstan,3.3,Social distancing whole population,47%,18776707,11811142,48395,310965,64182
Kazakhstan,2.4,Unmitigated,0%,18776707,15233497,70577,430161,93565
Kazakhstan,2.7,Unmitigated,0%,18776707,16104798,77479,464286,102758
Kazakhstan,3,Unmitigated,0%,18776707,16730927,82946,490246,109977
Kazakhstan,3.3,Unmitigated,0%,18776707,17190820,87317,510292,115749
Kenya,2.4,Enhanced social distancing of elderly,35%,53771300,30435341,52511,472297,69615
Kenya,2.7,Enhanced social distancing of elderly,39%,53771300,32897010,58453,515688,77488
Kenya,3,Enhanced social distancing of elderly,44%,53771300,34543842,73331,577784,97248
Kenya,3.3,Enhanced social distancing of elderly,47%,53771300,36155803,77853,607930,103235
Kenya,2.4,Social distancing whole population,37%,53771300,29871427,70948,522747,94057
Kenya,2.7,Social distancing whole population,41%,53771300,32353985,75985,563430,100771
Kenya,3,Social distancing whole population,45%,53771300,34357519,79926,595831,105960
Kenya,3.3,Social distancing whole population,48%,53771300,36008887,83087,622219,110141
Kenya,2.4,Unmitigated,0%,53771300,45897375,100001,772647,132574
Kenya,2.7,Unmitigated,0%,53771300,48072508,103126,803300,136707
Kenya,3,Unmitigated,0%,53771300,49581887,105112,823741,139346
Kenya,3.3,Unmitigated,0%,53771300,50652190,106409,837695,141130
Kiribati,2.4,Enhanced social distancing of elderly,32%,119446,60975,142,1281,189
Kiribati,2.7,Enhanced social distancing of elderly,37%,119446,66415,161,1406,213
Kiribati,3,Enhanced social distancing of elderly,42%,119446,70078,214,1609,284
Kiribati,3.3,Enhanced social distancing of elderly,45%,119446,73634,231,1705,306
Kiribati,2.4,Social distancing whole population,35%,119446,60340,214,1484,284
Kiribati,2.7,Social distancing whole population,39%,119446,65607,233,1607,308
Kiribati,3,Social distancing whole population,43%,119446,69905,247,1706,328
Kiribati,3.3,Social distancing whole population,46%,119446,73486,260,1787,344
Kiribati,2.4,Unmitigated,0%,119446,93048,324,2208,430
Kiribati,2.7,Unmitigated,0%,119446,98344,340,2311,451
Kiribati,3,Unmitigated,0%,119446,102193,351,2382,466
Kiribati,3.3,Unmitigated,0%,119446,105064,359,2431,476
"Korea, Dem. People’s Rep.",2.4,Enhanced social distancing of elderly,34%,25778815,13409930,46807,383507,62053
"Korea, Dem. People’s Rep.",2.7,Enhanced social distancing of elderly,37%,25778815,14693307,54269,429571,71971
"Korea, Dem. People’s Rep.",3,Enhanced social distancing of elderly,43%,25778815,15577606,76988,507902,102079
"Korea, Dem. People’s Rep.",3.3,Enhanced social distancing of elderly,46%,25778815,16392646,85055,545760,112754
"Korea, Dem. People’s Rep.",2.4,Social distancing whole population,37%,25778815,13481438,77553,466905,102814
"Korea, Dem. People’s Rep.",2.7,Social distancing whole population,41%,25778815,14659232,85920,512606,113897
"Korea, Dem. People’s Rep.",3,Social distancing whole population,44%,25778815,15617534,92973,550480,123251
"Korea, Dem. People’s Rep.",3.3,Social distancing whole population,47%,25778815,16413412,99003,582396,131313
"Korea, Dem. People’s Rep.",2.4,Unmitigated,0%,25778815,21085388,138236,779650,183261
"Korea, Dem. People’s Rep.",2.7,Unmitigated,0%,25778815,22199630,148791,829508,197372
"Korea, Dem. People’s Rep.",3,Unmitigated,0%,25778815,22995442,156684,865823,207786
"Korea, Dem. People’s Rep.",3.3,Unmitigated,0%,25778815,23578292,162674,892754,215635
"Korea, Rep.",2.4,Enhanced social distancing of elderly,34%,51269183,22089673,82624,658374,109536
"Korea, Rep.",2.7,Enhanced social distancing of elderly,38%,51269183,24517864,97708,754170,129562
"Korea, Rep.",3,Enhanced social distancing of elderly,42%,51269183,27034614,143533,928692,190271
